player,team,team_conf,fip_num,rating_adjustment,conf_diff,adj_fip_num,IP,FIP,adj_FIP
"Wyche, Courtney",Maryland,Maryland,56,10.76551066782581,0.2984378705106949,45.53292720268489,188.5,2.958406854968681,2.9028786173171417
"Krings, Laurin",Missouri,Missouri,95,44.658458911472145,-1.3600983418341948,48.98144274669366,196.2,3.1455244229783714,2.9109752015038235
"Heyer, Samantha",UNI,UNI,28,-9.054750049096189,0.4707632295182945,37.52551327861448,149.9,2.8481158209813895,2.9116616066959624
"Kerwood, Billie",Monmouth,Monmouth,25,-17.141396345794128,0.23853455076253857,42.379930896556665,167.1,2.8109356382224067,2.9149447997816926
"DuBois, Ellie",Southeastern La.,Southeastern La.,26,-3.05466198882411,-0.4651711836813982,28.58949080514271,111.1,2.895348029192204,2.9186557772132904
"Willis, Sarah",UCF,UCF,76,39.943426806844116,0.27006022647431077,36.3266334196302,141,3.2003317190505514,2.9189603248635314
"Wischnowski, Anna",UNI,UNI,25,-6.078818069830592,0.3341406923903304,31.412958762220924,117.1,2.8748173680987676,2.9295821739247363
"Smith, Cece",George Washington,George Washington,26,-6.9020829891775355,0.05785156263646995,32.95993455181401,118.4,2.8809192214465646,2.939702452458507
"Bennett, Melanie",Kennesaw St.,Kennesaw St.,39,8.210271779540204,0.007922541549314726,30.797650762009113,109.2,3.018467483994827,2.943354395734837
"Binford, Aliyah",Baylor,Baylor,101,58.456595752305134,0.17688679654817732,42.72029104424304,151.1,3.3297561291683166,2.944053224100435
"Gonzalez, Halyne",Bethune-Cookman,Bethune-Cookman,35,-26.878790549488762,0.40742855176096254,62.28621910124973,206.8,2.830570274821022,2.9625152414614946
"Landry, Sam",Louisiana,Louisiana,87,30.032771733827825,0.32688021205674833,57.29410847822892,186.3,3.128313354710263,2.9688614410131557
"Serafinko, Ana",St. John's (NY),St. John's (NY),31,-14.477512924097566,-0.12968641041438855,45.34782651368318,146.5,2.87292872241511,2.97086610476107
"Lyon, Andrea",Gardner-Webb,Gardner-Webb,25,-18.50248308211606,0.30725168008197035,43.809734762198026,139.4,2.8406646555463744,2.9755981904258437
"Irelan, Macy",Kent St.,Kent St.,23,-12.188329094002832,0.5874619518298391,35.77579104583267,110.1,2.870225625943705,2.986263691755082
"Hilleary, Kenley",Kennesaw St.,Kennesaw St.,37,1.6275962800579449,-0.26578145372053136,35.10662226622153,106.8,3.007766574417513,2.9900383184832577
"Summers, Emma",Belmont,Belmont,27,-7.324214719512914,0.47645862246425885,34.80067334197717,104.5,2.919697832593597,2.994345424382852
"Kavan, Teagan",Texas,Texas,64,23.640425888982794,0.2144225913912694,40.57399670240848,118.3,3.2023220909263572,3.0043000850295565
"Boaz, Allison",Boston U.,Boston U.,40,-10.08334273443134,0.085866961637203,50.16920969606854,145.9,2.935485010676507,3.0051848715131664
"Rose, Courtney",San Diego,San Diego,57,14.406707130366446,0.32400023717745025,42.91729310681101,121.2,3.13162165655494,3.0154277052910046
"Sparkman, Allison",FGCU,FGCU,21,-15.894584591497653,-0.12496023730817392,36.76962435418948,101.4,2.868425218567946,3.0239441964199134
"Brown, Carley",Nevada,Nevada,54,5.440752200938745,0.015260576379876555,48.57450837544113,119.8,3.1120758789387812,3.0667879688840327
"Reed, Anna",Harvard,Harvard,37,-8.199808086658715,0.5243401058055538,45.72414819246427,108.5,3.0023384517367626,3.082745347519843
"Craft, Blake",Nevada,Nevada,63,6.464876970722148,-0.27202479413620834,56.26309823514165,131.2,3.1415075536812385,3.0901592170588423
"Bonilla, Angelina",FGCU,FGCU,49,-19.15567692672742,0.017033604347705903,68.17271053107513,157,2.9734265376799955,3.0955457130371618
"Hammock, Kara",UNCW,UNCW,64,-10.078194323513474,0.5724218214444652,74.65061614495794,168.8,3.0404715462832494,3.103567613492716
"Roukey, Madison",Bucknell,Bucknell,41,-21.57107759283651,-0.719638375162787,61.85143921767372,139.2,2.9558648567370276,3.1056596787030744
"Derkowski, Lauren",Michigan,Michigan,100,8.202493723167787,0.2195749972651861,92.0170812740974,206,3.146761520055853,3.1080094874058406
"Young, Katelyn",Lehigh,Lehigh,77,-9.447193445840677,-0.28118145312360465,86.16601199271707,185,3.0775408430681863,3.12708685383963
"Roberts , Brianna",Binghamton,Binghamton,52,0.9083452600699097,0.6493374579338231,51.74099219786392,110.6,3.1314873754957313,3.1291455328001065
"Hoekstra, Molly",Drake,Drake,42,-16.43762627265938,0.19654928932855098,58.63417556198793,123.7,3.000855750538308,3.1353276629230122
"Darr, Maggie",Northwestern St.,Northwestern St.,46,-10.700416828040613,-0.8411657942747925,55.85925103376582,117.7,3.052148755993856,3.135914695108264
"Junge, Annah",Charleston So.,Charleston So.,54,-3.8686080466027466,0.4037072216212986,58.27231526822404,122,3.103947577671642,3.1389665552800357
"Brown, Kenedi",UC Davis,UC Davis,49,-17.487510190609242,0.15806177810429062,66.64557196871354,137.2,3.018467483994827,3.147079524583118
"Misken, Bailey",Colgate,Colgate,70,-16.10132642474922,-0.40340196663306094,85.69792445811616,175.3,3.060640086064748,3.1501889991173218
"Stickel, Camryn",Kansas City,Kansas City,99,-2.5137053602863775,-0.11186542877911194,101.40183993150727,207.3,3.1388933678071074,3.1504796675249427
"Wesley, Aspen",Mississippi St.,Mississippi St.,109,45.39501362116299,-1.3431600018783048,62.26182637695871,126.2,3.5250330262180554,3.1546829975093287
"Royle, Isabel",Saint Louis,Saint Louis,54,-21.068172120668937,0.29168515464005,75.35985727530898,150.3,3.020606063977718,3.1627208828420494
"Barefoot, Georgeanna",Charlotte,Charlotte,103,29.039475534263676,0.41762845931725096,74.37815292505358,147,3.3620048989608136,3.167298456274103
"Lieving, Mikie",Ohio,Ohio,68,6.546105063291297,0.8070731193411314,62.26096805604983,119.9,3.2284639095875827,3.1805987557598083
"L'Amoreaux, Allison",Binghamton,Binghamton,63,0.6622482084746181,0.5913981566360201,62.9291499481614,119.7,3.187640416325654,3.187048519484897
"Mardjetko, Sage",South Carolina,South Carolina,98,35.80367148737052,-1.46021237338083,60.73611613924865,114.5,3.51721982335852,3.1917710560157135
"Bennett, Laura",Le Moyne,Le Moyne,77,-35.643859442269886,0.4347270022093132,113.0785864444792,207,3.033305303180472,3.2075979913180532
"Perez, Jenna",LMU (CA),LMU (CA),91,5.367335653187736,0.49344466210221805,86.12610900891448,152.8,3.256874365071865,3.224977172721829
"Delgado, Emily",Southern Utah,Southern Utah,90,0.7565338003190498,0.1709602006793192,89.41442640036027,152.6,3.2511018221337524,3.2472645115201235
"Neas, Sejal",App State,App State,91,8.957224811420268,-0.11992624973297293,81.92284893884676,137.3,3.3241068555482554,3.2579950488392004
"Brown, Aydenne",SFA,SFA,93,1.1621670434901135,-0.16230434871867708,91.67552860779121,151.4,3.275591469652498,3.26684330986248
"Giese, Megan",Canisius,Canisius,104,-14.951056412700233,0.931546965454691,119.88260337815493,195.8,3.1924788658713776,3.2735953284768673
"Hammond, Wendi",UAlbany,UAlbany,104,-18.676130587464513,0.5511148993284242,123.22724548679294,198.7,3.1847267405912754,3.2814919418333135
"Sidlowski, Anna",Marist,Marist,61,-9.247187346014154,0.847176772313855,71.09436411832802,112.3,3.2045125164334483,3.294399997451507
"Caldwell, India",UC San Diego,UC San Diego,95,-19.79002467411012,-0.05288092545234915,114.73714374865779,178.3,3.194134497855896,3.3048307611686147
"Shaw, Cassidy",Princeton,Princeton,72,0.12622470829866866,0.7915578224801787,72.66533311418151,112.5,3.30132462685197,3.307238698978028
"Kennedy, Sydney",Bradley,Bradley,117,-17.06244395966396,0.1682002168877569,134.23064417655172,202.7,3.2385323229545846,3.3235379676341688
"Kenney, Kylie",Bryant,Bryant,73,-10.055423165954174,0.5553736627347031,83.61079682868889,126,3.2406897062170494,3.324902379460612
"Nuismer, Sydney",Omaha,Omaha,94,-6.707716369358714,0.05888340437179271,100.7665997737305,150.4,3.28632462685197,3.3313153168368803
"Walters, Shelby",Georgia,Georgia,131,60.16916053402759,-1.2269550606030117,69.6038844053694,103.2,3.9307044718132103,3.3357808710900456
"Ray, Kelsey",SIUE,SIUE,70,-17.941608774431927,-0.7117994004043353,87.2298093740276,129.2,3.203120292486645,3.336477950180357
"Dunning, Abby",Boston College,Boston College,137,10.541924683850196,-0.5605954374825185,125.89747987866728,186.4,3.3963031676245024,3.3367402914370947
"Gress, Sam",Charlotte,Charlotte,109,28.611426329012566,0.4908638017506309,80.87943747273806,119.3,3.5749876612191116,3.3392746475790283
"Escobar, Elena",Liberty,Liberty,119,24.7418707753677,0.8643920967248256,95.12252132135713,140.2,3.5101120733569626,3.3398019543937467
"Marron, Josey",Mississippi St.,Mississippi St.,107,29.1593370759045,-1.4180838085383618,76.42257911555714,112.6,3.611591056692112,3.3400331447521223
"Kleiman, Sophie",Indiana,Indiana,121,34.69464111956302,0.1589014402499026,86.46426032068689,126.7,3.6163364658417096,3.3437576207011164
"York, Emily",Tennessee Tech,Tennessee Tech,53,-25.180494587894373,-0.7374629806518684,77.4430316072425,112.60000000000001,3.1320173444363393,3.3490957778932
"Tarantino, Julia",Buffalo,Buffalo,82,1.6333725554817002,0.6634879440996778,81.03011538861797,117.6,3.3586035384165958,3.350356220292599
"Telford, Alexis",SFA,SFA,82,3.4819546845698213,0.1574277435953454,78.67547305902553,113.1,3.3863467311844193,3.3569521516886236
"Holman, Paytience",Southeast Mo. St.,Southeast Mo. St.,106,3.2281314489766664,-0.3289296125578025,102.44293893846553,146.9,3.3829039325020718,3.3586897659837978
"Picone, Nicolette",Coastal Carolina,Coastal Carolina,77,4.065200315660877,-0.05837825315085568,72.87642143118828,104.1,3.400998017822191,3.361386312069917
"Lehmkuhler, Claire",Bellarmine,Bellarmine,76,-21.126009896969585,-0.72299554437044,96.40301435259914,137.2,3.215260486910279,3.363970504057503
"Boyd, Mattison",Rutgers,Rutgers,147,16.047031013386803,0.11323359044438648,131.0662025770576,185.1,3.455489942897351,3.36940783904569
"Gainous, Brooke",SFA,SFA,87,2.6944890436906466,-0.12180494681751496,84.18370600949183,118.6,3.3948828056040776,3.3711366505407714
"Hosick, Presley",California Baptist,California Baptist,80,-15.674071725656,-0.0956850681204752,95.57838665753553,133.9,3.258785418487519,3.375128858797717
"Laudenslager, Alexis",Notre Dame,Notre Dame,112,22.50426605238291,-0.287536228870274,89.2081977187468,124.9,3.5580420007510893,3.375561598179006
"Duskin, Cassidy",North Ala.,North Ala.,75,-13.48975522595821,-0.3331816648032602,88.15657356115494,121.6,3.2781009426414434,3.3862964489009415
"Hibbard, Ashley",Rhode Island,Rhode Island,63,-14.402696335362338,0.194220723903472,77.5969170592658,106.6,3.2523189983341463,3.389250678064595
"Yoo, Molly",Nicholls,Nicholls,102,14.240511216679712,-0.25403541101119315,87.5054533723091,118.5,3.522084120522856,3.3997672713440297
"Hess, Morgan",Delaware,Delaware,78,-15.730275942707605,0.26337536210845025,93.99365130481605,126.8,3.2764665826879322,3.4025994794136105
"Edwards, Hannah",Santa Clara,Santa Clara,89,-5.820122213562015,-0.08129380279078122,94.73882841077123,126.6,3.364326206630801,3.409656604820147
"Lavdis, Alyssa",Chattanooga,Chattanooga,65,-13.839837068525297,0.4324879212798173,79.27232498980511,102.7,3.294236019257033,3.4332070512901893
"Melnychuk, Brook",Louisiana Tech,Louisiana Tech,100,8.021645483327125,0.5812579464800278,92.5596124631529,119.8,3.4960491677534726,3.433942427045233
"Haynes, Mia",Stony Brook,Stony Brook,101,-23.655532516070217,0.22254703182056088,124.87807954789078,161.6,3.28632462685197,3.4340850200938684
"Light, Allie",San Diego St.,San Diego St.,142,38.79898052827291,0.31556542035580504,103.5165848920829,132.9,3.7297971625931288,3.4402304574921723
"Caudill, Taylor",Boise St.,Boise St.,181,34.93900761884363,0.07328438927713267,146.1342767704335,187.4,3.627173079359974,3.441123328935393
"Krause, Regan",Stanford,Stanford,132,23.076129278698716,-0.5259442348198541,108.39792648648142,138.7,3.613018931105755,3.4428525755648858
"Twomey, Alyssa",Providence,Providence,101,0.6298614435295962,-0.26311519106858056,100.10702336540183,125.1,3.4686787435586046,3.461540640963895
"Terry, Kaitlyn",UCLA,UCLA,161,20.07878915474042,-0.34306990259167386,140.5781409426679,171,3.6028450946882273,3.4834190183295597
"Carter, Kat",Jacksonville St.,Jacksonville St.,111,6.059088704439135,0.6224823689633511,105.56339366452421,127.6,3.5312305829648225,3.4886239502416583
"Horan, Sydney",Quinnipiac,Quinnipiac,106,-16.93315241311879,1.0172205114342205,123.95037292455301,148.2,3.376574289470054,3.4976969137922738
"Hochman, Taylor",Saint Louis,Saint Louis,125,-22.97818826271844,0.116875302151611,148.09506356487006,176.5,3.3695399243023947,3.500390142800242
"Neiss, Serayah",Fresno St.,Fresno St.,137,7.95877112415579,-0.05964451057211416,128.98158436527208,153,3.556749463453277,3.504341518128258
"Price, Olivia",Eastern Ill.,Eastern Ill.,79,-23.967362186800937,-0.5881010349270601,102.37926115187388,121.3,3.3126024504298757,3.505341619035596
"Beeman, Holly",Fordham,Fordham,96,-16.395532456597262,0.6440518586770769,113.03958431527434,133.3,3.3815046718632225,3.509333511437674
"Thiede, Alanna",UNLV,UNLV,93,-4.570146465369219,-0.3446236629923352,97.22552280237689,114.6,3.4728429514592998,3.509714878181611
"Puchino, Natalia",Creighton,Creighton,155,-22.71137611478412,-0.07472727398551508,177.6366488407986,205.2,3.4166852506336465,3.527000303464049
"Izzo, Breanna",Army West Point,Army West Point,85,-2.747137779130835,-0.23582687857394724,87.5113109005569,101,3.5029087852678114,3.527773249629761
"Nishikawa, Mia",Saint Mary's (CA),Saint Mary's (CA),101,-2.0469576149377984,0.07260229523378145,103.11955991017157,118.4,3.5143651673925103,3.5322668558230137
"Brabham, Raelee",Coastal Carolina,Coastal Carolina,167,8.870064647519298,-0.09020339719555637,158.03973195528516,180.6,3.5860200864311507,3.5364061991403704
"Hudson, Hailey",Grand Canyon,Grand Canyon,126,6.512980734472964,0.554615742729303,120.04163500825634,136.4,3.5850782925411195,3.541395264742412
"Abke, Amy",Sam Houston,Sam Houston,101,2.3592696977681724,0.3890661415924862,99.02979644382431,111.8,3.5647235535067106,3.547100981447894
"Scott, Morgan",Oregon,Oregon,135,39.13714163837015,-0.31728263223542735,95.54557572939441,106.4,3.930121619333173,3.5593093611507896
"Wagoner, McKenzie",North Texas,North Texas,136,15.270681297425247,0.43720764761979386,121.16652635019456,131.5,3.6955451591713615,3.582743078184248
"Rothrock, Keagan",Florida,Florida,257,35.35739178974181,-1.534333275809051,220.10827493444913,238.1,3.740703039283721,3.5857608928513365
"Runner, Bailie",Central Ark.,Central Ark.,141,-8.343933761694098,-0.291105106143006,149.0528286555511,161,3.537101024367498,3.587118593656635
"Fernandez, Sophia",Long Beach St.,Long Beach St.,147,2.9131262602217625,0.33927117887742664,144.42614491865567,155.7,3.6054479409174807,3.588917079765622
